,stock_no,stock_name
7345,073533,台橡永豐04購01
7346,073534,鴻海永豐04購01
7347,073535,國巨永豐04購01
7348,073536,台積電永豐04購01
7349,073537,佳世達永豐04購01
7350,073538,南亞科永豐04購01
7351,073539,聯詠永豐04購01
7352,073540,群創永豐04購01
7353,073541,健策永豐04購02
7354,073542,彩晶永豐04購01
7355,073543,啟碁永豐04購01
7356,073544,A50反1中信07購01
7357,073545,T50反1群益04購03
7358,073546,聯電群益04購10
7359,073547,聯電群益04購11
7360,073548,國巨群益04購05
7361,073549,華邦電群益04購01
7362,073550,精元群益04購01
7363,073551,聯發科群益04購04
7364,073552,全新群益04購02
7365,073553,欣興群益04購01
7366,073554,日月光群益04購03
7367,073555,松翰群益04購02
7368,073556,台灣50元大04購08
7369,073557,滬深2X元大07購01
7370,073558,SP黃豆元大07購01
7371,073559,聚陽元大04購01
7372,073560,聯電元大04購06
7373,073561,聯電元大07購01
7374,073562,台積電元大04購11
7375,073563,台積電元大04購12
7376,073564,台積電元大07購01
7377,073565,友達元大04購03
7378,073566,友達元大05購01
7379,073567,聯發科元大04購05
7380,073568,聯發科元大04購06
7381,073569,聯發科元大07購01
7382,073570,可成元大04購08
7383,073571,可成元大04購09
7384,073572,大立光元大04購09
7385,073573,大立光元大04購10
7386,073574,大立光元大07購02
7387,073575,奇鋐元大04購02
7388,073576,玉晶光元大05購04
7389,073577,祥碩元大04購08
7390,073578,世紀鋼元大04購03
7391,073579,玉晶光麥證04購01
7392,073580,聯電康和04購02
7393,073581,T50反1凱基06購03
7394,073582,台橡凱基05購01
7395,073583,聯電凱基05購02
7396,073584,國巨凱基04購09
7397,073585,精英凱基04購02
7398,073586,精英凱基05購01
7399,073587,旺宏凱基04購05
7400,073588,聯發科凱基06購03
7401,073589,奇力新凱基05購01
7402,073590,義隆凱基05購01
7403,073591,華新科凱基04購02
7404,073592,聯陽凱基04購02
7405,073593,新日興凱基04購01
7406,073594,玉晶光凱基05購03
7407,073595,祥碩凱基04購04
7408,073596,同欣電凱基04購01
7409,073597,瑞祺凱基04購01
7410,073598,復盛凱基04購01
7411,073599,台積電兆豐05購01
7412,073600,台積電兆豐05購02
7413,073601,華邦電兆豐05購01
7414,073602,友達兆豐04購01
7415,073603,萬海兆豐04購01
7416,073604,聯陽兆豐04購01
7417,073605,奇鋐兆豐04購02
7418,073606,貿聯兆豐04購01
7419,073607,樺漢兆豐04購02
7420,073608,南六兆豐05購01
7421,073609,大立光國票05購02
7422,073610,嘉晶國票05購01
7423,073611,欣興國票05購01
7424,073612,材料國票05購01
7425,073613,南電國票05購01
7426,073614,南亞科統一05購04
7427,073615,國泰金統一04購01
7428,073616,元大金統一04購01
7429,073617,奇鋐統一05購02
7430,073618,玉晶光統一05購03
7431,073619,欣陸統一06購02
7432,073620,世紀鋼統一05購06
7433,073621,聯電元富06購02
7434,073622,聯電元富06購03
7435,073623,友訊元富0A購01
7436,073624,南亞科元富04購01
7437,073625,聯電台新04購01
7438,073626,南帝國泰06購01
7439,073627,奇鋐富邦06購01
7440,073628,世紀鋼富邦06購01
7441,073629,聯電永豐04購01
7442,073630,聯電永豐04購02
7443,073631,聯電永豐04購03
7444,073632,瑞昱永豐04購01
7445,073633,奇鋐永豐04購01
7446,073634,健鼎永豐04購01
7447,073635,景碩永豐04購01
7448,073636,材料永豐04購02
7449,073637,松翰永豐04購02
7450,073638,同欣電永豐04購01
7451,073639,南電永豐04購01
7452,073640,志超永豐04購01
7453,073641,T50反1第一04購01
7454,073642,南亞科第一04購01
7455,073643,玉晶光第一04購01
7456,073644,大立光中信05購02
7457,073645,大立光中信06購02
7458,073646,大立光中信07購01
7459,073647,南電中信05購01
7460,073648,大亞永豐04購02
7461,073649,寶齡永豐04購01
7462,073650,玉晶光永豐04購03
7463,073651,欣陸永豐04購02
7464,073652,正隆兆豐04購01
7465,073653,上銀兆豐05購01
7466,073654,精元兆豐04購01
7467,073655,強茂兆豐04購01
7468,073656,大立光兆豐04購07
7469,073657,新日興兆豐05購01
7470,073658,玉晶光兆豐05購02
7471,073659,創意兆豐04購02
7472,073660,大亞群益04購02
7473,073661,台積電群益04購06
7474,073662,友達群益04購03
7475,073663,可成群益04購06
7476,073664,創意群益04購02
7477,073665,群創群益04購03
7478,073666,聯電麥證04購01
7479,073667,聯電麥證04購02
7480,073668,台積電麥證04購01
7481,073669,大立光麥證04購02
7482,073670,大亞凱基05購01
7483,073671,大亞凱基05購02
7484,073672,寶齡凱基04購01
7485,073673,大成鋼凱基04購01
7486,073674,上銀凱基04購01
7487,073675,國巨凱基05購03
7488,073676,台積電凱基04購12
7489,073677,金像電凱基04購02
7490,073678,聯發科凱基04購07
7491,073679,奇鋐凱基05購01
7492,073680,健策凱基04購01
7493,073681,材料凱基05購01
7494,073682,致伸凱基04購01
7495,073683,晶碩凱基04購01
7496,073684,南電凱基04購03
7497,073685,世紀鋼凱基04購06
7498,073686,T50反1元大04購05
7499,073687,T50反1元大04購06
7500,073688,大亞元大04購03
7501,073689,寶齡元大04購01
7502,073690,寶齡元大04購02
7503,073691,台積電元大04購13
7504,073692,台積電元大05購04
7505,073693,台積電元大05購05
7506,073694,友達元大04購04
7507,073695,聯發科元大04購07
7508,073696,聯發科元大04購08
7509,073697,聯發科元大05購01
7510,073698,大立光元大04購11
7511,073699,大立光元大04購12
7512,073700,大立光元大05購05
7513,073701,聯陽元大04購01
7514,073702,欣興元大04購01
7515,073703,欣興元大04購02
7516,073704,欣興元大05購01
7517,073705,新日興元大04購01
7518,073706,玉晶光元大04購04
7519,073707,玉晶光元大04購05
7520,073708,玉晶光元大04購06
7521,073709,玉晶光元大04購07
7522,073710,玉晶光元大04購08
7523,073711,玉晶光元大07購02
7524,073712,智易元大04購03
7525,073713,彩晶元大04購03
7526,073714,彩晶元大04購04
7527,073715,世紀鋼元大06購02
7528,073716,T50反1國票07購01
7529,073717,T50反1國票08購01
7530,073718,T50反1國票09購01
7531,073719,T50反1國票0A購01
7532,073720,道瓊銀國票05購01
7533,073721,寶齡國票04購01
7534,073722,鴻海國票05購03
7535,073723,台光電國票05購01
7536,073724,南亞科國票05購01
7537,073725,大立光國票05購03
7538,073726,欣興國票05購02
7539,073727,玉晶光國票05購04
7540,073728,玉晶光國票05購05
7541,073729,健策國票05購01
7542,073730,緯穎國票05購01
7543,073731,大立光富邦06購01
7544,073732,創意富邦06購01
7545,073733,超眾富邦06購01
7546,073734,聯發科國泰06購02
7547,073735,大立光國泰06購03
7548,073736,大立光台新04購01
7549,073737,上銀統一06購02
7550,073738,聯電統一06購02
7551,073739,聯電統一06購03
7552,073740,聯電統一06購04
7553,073741,聯電統一06購05
7554,073742,鴻海統一07購01
7555,073743,聯發科統一06購01
7556,073744,大立光統一06購04
7557,073745,健鼎統一04購01
7558,073746,玉晶光統一05購04
7559,073747,玉晶光統一08購02
7560,073748,同欣電統一04購01
7561,073749,T50反1元富08購08
7562,073750,T50反1元富08購09
7563,073751,鴻海元富08購09
7564,073752,國巨元富08購09
7565,073753,國巨元富08購10
7566,073754,台積電元富08購23
7567,073755,台積電元富08購24
7568,073756,美律元富0A購01
7569,073757,聯發科元富0A購01
7570,073758,華新科元富05購01
7571,073759,華新科元富07購01
7572,073760,景碩元富08購03
7573,073761,新日興元富08購01
7574,073762,玉晶光元富08購03
7575,073763,樺漢元富08購01
7576,073764,國巨中信04購02
7577,073765,欣興中信05購01
7578,073766,智易中信08購01
7579,073767,啟碁中信08購01
7580,073768,南帝兆豐04購01
7581,073769,鴻海兆豐04購03
7582,073770,微星兆豐04購02
7583,073771,聯詠兆豐04購01
7584,073772,智易兆豐04購02
7585,073773,TPK兆豐04購01
7586,073774,緯穎兆豐05購01
7587,073775,全新康和04購01
7588,073776,大立光康和04購02
7589,073777,儒鴻凱基04購01
7590,073778,聚陽凱基04購01
7591,073779,華城凱基04購01
7592,073780,正隆凱基04購01
7593,073781,聯電凱基04購06
7594,073782,聯電凱基05購04
7595,073783,台達電凱基04購01
7596,073784,國巨凱基04購11
7597,073785,國巨凱基05購04
7598,073786,友達凱基06購01
7599,073787,美律凱基05購01
7600,073788,大立光凱基04購09
7601,073789,大立光凱基05購04
7602,073790,大立光凱基06購04
7603,073791,大立光凱基07購02
7604,073792,景碩凱基04購01
7605,073793,玉晶光凱基04購08
7606,073794,玉晶光凱基05購04
7607,073795,力成凱基04購01
7608,073796,滬深2X群益04購03
7609,073797,寶齡群益04購01
7610,073798,鴻海群益04購01
7611,073799,新興群益04購01
7612,073800,晶豪科群益04購01
7613,073801,大立光群益04購05
7614,073802,大立光群益05購02
7615,073803,大立光群益05購03
7616,073804,信邦群益04購01
7617,073805,健策群益04購01
7618,073806,大聯大群益04購01
7619,073807,晶碩群益04購01
7620,073808,聚陽統一05購01
7621,073809,大亞統一06購02
7622,073810,聯發科統一05購06
7623,073811,大立光統一06購05
7624,073812,奇鋐統一05購03
7625,073813,新日興統一06購01
7626,073814,道瓊反元富08購01
7627,073815,華城元富08購01
7628,073816,聯發科元富07購12
7629,073817,聯發科元富0A購02
7630,073818,大立光元富07購04
7631,073819,大立光元富0A購01
7632,073820,欣陸元富04購01
7633,073821,儒鴻麥證04購01
7634,073822,台達電麥證04購01
7635,073823,台積電麥證04購02
7636,073824,義隆麥證04購01
7637,073825,新光金麥證04購01
7638,073826,力成麥證04購01
7639,073827,元黃金元大07購02
7640,073828,滬深2X元大07購02
7641,073829,滬深2X元大07購03
7642,073830,道瓊銀元大05購01
7643,073831,大成鋼元大04購01
7644,073832,聯電元大04購11
7645,073833,聯電元大04購12
7646,073834,聯電元大04購13
7647,073835,台達電元大04購02
7648,073836,台達電元大04購03
7649,073837,國巨元大04購10
7650,073838,國巨元大04購11
7651,073839,國巨元大04購12
7652,073840,台積電元大04購14
7653,073841,台積電元大04購15
7654,073842,台積電元大04購16
7655,073843,聯發科元大04購09
7656,073844,聯發科元大04購10
7657,073845,聯發科元大04購11
7658,073846,可成元大04購10
7659,073847,可成元大04購11
7660,073848,可成元大04購12
7661,073849,大立光元大04購14
7662,073850,聯陽元大04購02
7663,073851,亞光元大04購01
7664,073852,欣興元大04購03
7665,073853,欣興元大04購04
7666,073854,欣興元大04購05
7667,073855,緯創元大04購01
7668,073856,緯創元大04購02
7669,073857,玉晶光元大06購03
7670,073858,日月光元大04購03
7671,073859,華城國票05購01
7672,073860,永冠國票05購01
7673,073861,上銀國票05購01
7674,073862,微星國票05購01
7675,073863,大立光國票05購05
7676,073864,聯陽國票05購01
7677,073865,晶技國票05購01
7678,073866,玉晶光國票06購06
7679,073867,創意國票05購01
7680,073868,群創國票08購01
7681,073869,彩晶國票07購01
7682,073870,嘉聯益國票04購01
7683,073871,台表科國票05購01
7684,073872,世紀鋼國票05購04
7685,073873,世紀鋼國票06購01
7686,073874,華通富邦06購01
7687,073875,聯發科富邦07購01
7688,073876,群創富邦06購01
7689,073877,台達化永豐04購02
7690,073878,儒鴻永豐04購01
7691,073879,聯發科永豐04購01
7692,073880,瑞軒永豐04購02
7693,073881,萬海永豐04購02
7694,073882,奇鋐永豐04購02
7695,073883,玉晶光永豐04購04
7696,073884,創意永豐04購01
7697,073885,臻鼎永豐04購01
7698,073886,大立光中信04購01
7699,073887,奇鋐中信04購01
7700,073888,玉晶光中信06購01
7701,073889,康舒中信04購01
7702,073890,申豐中信04購02
7703,073891,牧德兆豐05購01
7704,073892,聯茂兆豐06購01
7705,073893,GIS兆豐05購01
7706,073894,聚陽國票05購01
7707,073895,南帝國票05購01
7708,073896,華通國票05購03
7709,073897,建準國票05購01
7710,073898,可成國票05購04
7711,073899,可成國票06購02
7712,073900,TPK國票05購01
7713,073901,正文國票05購01
7714,073902,訊連國票05購01
7715,073903,道瓊銀群益04購01
7716,073904,台達化群益04購02
7717,073905,儒鴻群益04購01
7718,073906,鴻海群益04購02
7719,073907,聯詠群益04購01
7720,073908,智易群益04購02
7721,073909,精成科群益04購01
7722,073910,康舒群益04購01
7723,073911,南帝元大04購03
7724,073912,聯電元大06購02
7725,073913,鴻海元大04購07
7726,073914,鴻海元大04購08
7727,073915,國巨元大06購01
7728,073916,台光電元大04購02
7729,073917,精元元大04購03
7730,073918,精元元大04購04
7731,073919,漢唐元大04購02
7732,073920,友達元大07購01
7733,073921,可成元大04購13
7734,073922,強茂元大04購04
7735,073923,瑞軒元大04購01
7736,073924,聯陽元大04購03
7737,073925,奇鋐元大05購02
7738,073926,聯詠元大04購01
7739,073927,欣興元大06購01
7740,073928,玉晶光元大07購03
7741,073929,群創元大04購05
7742,073930,智易元大04購04
7743,073931,日月光元大04購04
7744,073932,材料元大04購02
7745,073933,聯茂元大05購02
7746,073934,燿華麥證04購01
7747,073935,漢唐麥證04購01
7748,073936,奇力新麥證04購01
7749,073937,健鼎麥證04購01
7750,073938,矽創麥證04購01
7751,073939,南帝康和04購01
7752,073940,台達化凱基04購02
7753,073941,中鴻凱基05購01
7754,073942,南帝凱基04購01
7755,073943,鴻海凱基05購04
7756,073944,鴻海凱基05購05
7757,073945,華邦電凱基04購01
7758,073946,南亞科凱基04購01
7759,073947,可成凱基04購06
7760,073948,瑞軒凱基04購01
7761,073949,宏達電凱基04購01
7762,073950,萬海凱基05購01
7763,073951,富邦金凱基04購01
7764,073952,嘉晶凱基04購02
7765,073953,聯詠凱基04購02
7766,073954,精成科凱基04購01
7767,073955,康舒凱基04購01
7768,073956,臺股指凱基04購17
7769,073957,臺股指凱基04購18
7770,073958,臺股指凱基04購19
7771,073959,臺股指凱基04購20
7772,073960,FBVIX國泰06購01
7773,073961,華邦電國泰06購01
7774,073962,宏達電國泰06購01
7775,073963,大立光國泰06購04
7776,073964,欣興國泰08購01
7777,073965,臺指反富邦06購01
7778,073966,鴻海富邦04購01
7779,073967,大立光富邦08購02
7780,073968,緯穎富邦06購01
7781,073969,南電富邦07購01
7782,073970,和桐永豐04購01
7783,073971,英業達永豐04購01
7784,073972,技嘉永豐04購01
7785,073973,南亞科永豐04購02
7786,073974,大立光永豐04購02
7787,073975,日電貿永豐04購01
7788,073976,茂林永豐04購01
7789,073977,精成科永豐04購01
7790,073978,寶成永豐04購01
7791,073979,上銀統一05購01
7792,073980,上銀統一05購02
7793,073981,大立光統一04購07
7794,073982,大立光統一06購06
7795,073983,玉晶光統一06購01
7796,073984,祥碩統一06購02
7797,073985,矽創統一04購01
7798,073986,臺股指統一04購01
7799,073987,華城元富04購01
7800,073988,華城元富06購01
7801,073989,亞德客元富08購01
7802,073990,喬山元富08購01
7803,073991,南帝元富08購01
7804,073992,金寶元富06購01
7805,073993,敬鵬元富08購01
7806,073994,精元元富08購03
7807,073995,京元電元富0A購01
7808,073996,晶豪科元富08購01
7809,073997,群創元富06購02
7810,073998,群創元富08購01
7811,073999,康舒元富08購01
7812,074000,長興凱基04購01
7813,074001,聯電凱基04購07
7814,074002,台積電凱基04購14
7815,074003,台積電凱基04購15
7816,074004,技嘉凱基04購02
7817,074005,聯發科凱基04購10
7818,074006,大立光凱基04購10
7819,074007,大立光凱基04購11
